77,54.0
1,-79.41818181818182
1,-76.25862068965517
1,-77.70588235294117
1,-78.7457627118644
1,-75.44615384615385
1,-77.35849056603773
1,-77.30434782608695
1,-78.61016949152543
1,-77.76
1,-78.09375
1,-80.28571428571429
1,-85.06122448979592
1,-82.6923076923077
1,-82.33333333333333
1,-81.96078431372548
1,-83.41818181818182
1,-84.44
1,-85.8135593220339
1,-85.0
1,-87.4047619047619
1,-86.78048780487805
1,-85.8529411764706
1,-88.45945945945945
1,-85.57777777777778
1,-85.15789473684211
1,-85.54838709677419
1,-86.35
1,-84.08510638297872
3,-83.1
1,-84.22
1,-80.97058823529412
1,-79.85135135135135
1,-78.57377049180327
1,-79.86666666666666
1,-80.51020408163265
1,-78.98412698412699
1,-81.5223880597015
1,-83.37333333333333
1,-83.10606060606061
1,-83.9247311827957
1,-82.54761904761905
1,-82.53658536585365
1,-78.51351351351352
1,-80.54761904761905
1,-81.76086956521739
1,-83.3157894736842
1,-83.375
1,-84.175
1,-80.55172413793103
1,-83.47777777777777
1,-82.41379310344827
1,-82.4
1,-82.375
1,-83.85
1,-82.71428571428571
1,-85.35483870967742
1,-83.0
1,-85.0
1,-89.25806451612904
1,-85.44444444444444
1,-82.23611111111111
1,-82.42372881355932
1,-84.82456140350877
1,-83.78571428571429
1,-84.81818181818181
1,-85.63636363636364
1,-83.83333333333333
1,-83.84782608695652
1,-83.73333333333333
1,-79.28205128205128
1,-78.81818181818181
1,-78.10810810810811
1,-80.29729729729729
1,-82.73076923076923
1,-70.55319148936171
1,-72.47619047619048
3,-71.51724137931035
1,-76.5
1,-72.47692307692307
1,-73.91891891891892
1,-73.72307692307692
1,-73.55
1,-73.76785714285714
1,-74.10909090909091
1,-72.81538461538462
1,-72.85915492957747
1,-72.33333333333333
1,-73.42857142857143
1,-74.06122448979592
1,-71.22077922077922
1,-73.1639344262295
1,-76.55072463768116
1,-73.46376811594203
1,-70.85714285714286
1,-71.53731343283582
1,-70.70886075949367
1,-71.6027397260274
1,-71.24657534246575
1,-70.96875
1,-71.78
1,-73.23333333333333
1,-71.275
1,-70.39024390243902
1,-73.05714285714286
1,-74.02564102564102
1,-70.65957446808511
1,-75.34042553191489
1,-69.0
1,-72.56603773584905
1,-72.63461538461539
3,-74.03846153846153
1,-74.5
1,-73.83098591549296
1,-78.02941176470588
1,-77.86486486486487
1,-81.34146341463415
1,-81.03333333333333
1,-84.63636363636364
1,-75.70967741935483
1,-80.5
1,-77.56666666666666
1,-71.39655172413794
1,-74.87719298245614
